selected_label,source_welfare,selection_type,scenario,zaf_mean_abatement_burden_all_years,zaf_worst_abatement_burden_all_years,zaf_mean_damage_burden_all_years,zaf_worst_damage_burden_all_years,zaf_mean_total_burden_all_years,zaf_worst_total_burden_all_years,zaf_abatement_burden_2050,zaf_damage_burden_2050,zaf_total_burden_2050,zaf_ecr_2050,zaf_abatement_burden_2100,zaf_damage_burden_2100,zaf_total_burden_2100,zaf_ecr_2100
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,2,0.010357992487607244,0.11233226882298697,0.01919135317405654,0.05594736767159511,0.029549345661663787,0.13438770191338684,0.09259547310928891,0.01596060988144529,0.1085560829907342,0.9385471578789918,0.006139598897952865,0.021147375991130552,0.027286974889083417,0.9725229944822084
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,3,0.014409926570133265,0.1385933616738236,0.0309370337801081,0.07864286198221684,0.04534696035024137,0.1584599667795545,0.11458807109360677,0.01566786985264557,0.13025594094625237,0.9344769277240645,0.010632120132226,0.028616111327019134,0.03924823145924513,0.9739414670769269
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,4,0.014498045570523229,0.14585871012523566,0.02269762263918386,0.06522762198528088,0.037195668209707086,0.16458584058313994,0.11857611830670317,0.014827868410803174,0.13340398671750636,0.9311645822823217,0.010921520867116443,0.023151760816661055,0.034073281683777504,0.9734662451742302
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,5,0.01482102419728451,0.14571174746825274,0.02442061561518451,0.06709671427927527,0.03924163981246902,0.16541198013891717,0.12303496372799781,0.01613601382693185,0.13917097755492963,0.9383056195199472,0.010950910952786698,0.025557762455778302,0.036508673408565,0.973755277905265
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,6,0.012704313792401055,0.1276518190982154,0.021719697445819183,0.07149468254550445,0.03442401123822023,0.1509507446251916,0.11184775246751147,0.020478416755285302,0.13232616922279677,0.946822783251876,0.008283434453783683,0.020094415395972304,0.02837784984975599,0.9702855743152494
P1_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,7,0.012648353321035907,0.12737699467513977,0.033439584070029144,0.08632197269003306,0.04608793739106505,0.150983256367275,0.11176811879428719,0.020767232022757324,0.1325353508170445,0.9467553720464876,0.00819339022463048,0.03423462043668439,0.042428010661314866,0.9668970413447217
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,0,0.004128048367312857,0.09267571009846103,0.014991870825965405,0.053507707695252156,0.019119919193278264,0.11535824649708638,0.032077229672310324,0.013725591786352203,0.04580282145866253,0.730373102176819,0.0025516578872763207,0.014100631917178318,0.016652289804454636,0.8438668251973124
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,1,0.004110135032706427,0.07402171204783853,0.015005367697820904,0.05326629835080486,0.01911550273052733,0.09466051865374289,0.031009486779237854,0.013891478197696754,0.044900964976934604,0.730445890364107,0.002591153997233685,0.014358788637313429,0.016949942634547115,0.849733583877338
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,2,0.007218080589482211,0.10559360099820143,0.0192661731669109,0.05618230127304444,0.02648425375639311,0.12680952264083434,0.04642179704089259,0.01594956380419047,0.06237136084508306,0.7819605270033045,0.006049894387068409,0.021275466652938647,0.027325361040007053,0.9645339542665262
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,3,0.0103150610682746,0.13578709379766868,0.030809848922610406,0.07762782774963037,0.04112490999088501,0.15746700225129817,0.05329222392559714,0.015657839429711138,0.06895006335530827,0.7660289405181496,0.01101154150082082,0.028672094310099348,0.039683635810920166,0.9812118551382394
